h_name	h_in_db	t_name	t_in_db	relation	split
PVT1	True	RP11-343N15.5	False		
PVT1	True	USP33	False		
PVT1	True	RP11-258C19.7	False		
PVT1	True	TRUB1	False		
PVT1	True	SCOC	False		
PVT1	True	IDH1	False		
PVT1	True	PER2	False		
PVT1	True	CNTRL	False		
PVT1	True	ZNF233	False		
PVT1	True	CASC4	False		
PVT1	True	UBE2D1	False		
PVT1	True	RYBP	False		
PVT1	True	RP11-384K6.6	False		
PVT1	True	FSD1L	False		
PVT1	True	ELOVL7	False		
PVT1	True	HTATSF1P2	False		
PVT1	True	CCDC88A	True		
PVT1	True	CSGALNACT2	False		
PVT1	True	MTM1	False		
PVT1	True	SLC38A2	False		
PVT1	True	DCK	False		
PVT1	True	AC144652.1	False		
PVT1	True	LRP12	False		
PVT1	True	ITSN2	False		
PVT1	True	EDIL3	False		
PVT1	True	NGRN	False		
PVT1	True	CCNB1	True		
PVT1	True	TWSG1	False		
PVT1	True	SBNO1	False		
PVT1	True	PCDHGC3	False		
PVT1	True	ARHGAP17	False		
PVT1	True	ANKIB1	False		
PVT1	True	SMARCA1	False		
PVT1	True	METTL7A	False		
PVT1	True	ATP2B1	False		
PVT1	True	SIRT1	True		
PVT1	True	DSE	False		
PVT1	True	RINT1	False		
PVT1	True	SS18	False		
PVT1	True	KLF10	True		
PVT1	True	STAT1	True	epigenetic regulation	valid
PVT1	True	MYCBP2	False		
PVT1	True	DNER	False		
PVT1	True	TMEM255A	False		
PVT1	True	FRMD5	False		
PVT1	True	TTC7B	False		
PVT1	True	TTC32	False		
PVT1	True	LACC1	False		
PVT1	True	ID2	True		
PVT1	True	STK17B	False		
PVT1	True	GLRB	False		
PVT1	True	FAM3C	False		
PVT1	True	NUP160	False		
PVT1	True	MAP4K5	False		
PVT1	True	SOCS6	True		
PVT1	True	MEGF9	False		
PVT1	True	FAM199X	False		
PVT1	True	AC083799.1	False		
PVT1	True	PSMA6	False		
PVT1	True	SMAD5	True		
PVT1	True	ACSL3	False		
PVT1	True	ZSWIM6	False		
PVT1	True	PNPLA8	False		
PVT1	True	TTC33	False		
PVT1	True	RAP2C	False		
PVT1	True	LATS2	True	epigenetic regulation	train
PVT1	True	RNF31	False		
PVT1	True	DPYD	True		
PVT1	True	MTPN	False		
PVT1	True	CAPN7	True		
PVT1	True	SGMS2	True		
PVT1	True	AJUBA	False		
PVT1	True	DUSP10	False		
PVT1	True	NEIL3	False		
PVT1	True	RNF38	True		
PVT1	True	MAN1A1	False		
PVT1	True	CTTNBP2	False		
PVT1	True	SOS2	False		
PVT1	True	UBXN4	False		
PVT1	True	LONRF1	False		
PVT1	True	SNX30	False		
PVT1	True	OSBPL11	False		
PVT1	True	IGF2BP3	True		
PVT1	True	TSNAX	False		
PVT1	True	RP2	False		
PVT1	True	TMEM47	False		
PVT1	True	FMNL2	True		
PVT1	True	SLC39A10	False		
PVT1	True	MIER3	False		
PVT1	True	ITK	False		
PVT1	True	PVRL3	False		
PVT1	True	LINC01003	False		
PVT1	True	IRS1	True	ceRNA or sponge	valid
PVT1	True	CCDC132	False		
PVT1	True	PHTF2	False		
PVT1	True	SLC4A7	False		
PVT1	True	STARD8	False		
PVT1	True	HIATL1	False		
PVT1	True	XRN2	True		
PVT1	True	NBPF9	False		
PVT1	True	KIAA0895	False		
PVT1	True	PPAP2B	False		
PVT1	True	ACSL1	True		
PVT1	True	MED13L	False		
PVT1	True	PNRC1	False		
PVT1	True	RAP2A	True		
PVT1	True	RP11-400K9.4	False		
PVT1	True	SKAP2	False		
PVT1	True	HDAC9	True		
PVT1	True	PHEX	False		
PVT1	True	DOCK3	False		
PVT1	True	L3MBTL3	False		
PVT1	True	CFL2	True		
PVT1	True	PDPK1	True		
PVT1	True	ZNF367	False		
PVT1	True	LINC-PINT	True		
PVT1	True	RUFY2	False		
PVT1	True	SHOX2	True		
PVT1	True	NAMPT	True		
PVT1	True	UBA3	False		
PVT1	True	OTUD1	False		
PVT1	True	TBC1D23	False		
PVT1	True	AK9	False		
PVT1	True	SLC35F5	False		
PVT1	True	ASXL2	False		
PVT1	True	SNAP23	False		
PVT1	True	GOLGA4	False		
PVT1	True	EDC4	False		
PVT1	True	MLLT10	False		
PVT1	True	ZMYM5	False		
PVT1	True	VGLL3	False		
PVT1	True	CNGA3	False		
PVT1	True	ZNF131	False		
PVT1	True	KAT2B	True		
PVT1	True	RDX	True		
PVT1	True	PDHX	False		
PVT1	True	DHX36	True		
PVT1	True	FAM47E-STBD1	False		
PVT1	True	BRCA2	True		
PVT1	True	IRF2BPL	False		
PVT1	True	TMEM154	False		
PVT1	True	PLEKHA5	False		
PVT1	True	C9orf72	False		
PVT1	True	WDR47	False		
PVT1	True	YTHDC2	False		
PVT1	True	WDFY3	False		
PVT1	True	ZNF280C	False		
PVT1	True	KMT2C	True		
PVT1	True	PTER	False		
PVT1	True	PHC3	False		
PVT1	True	DENND3	False		
PVT1	True	BMP2K	False		
PVT1	True	SECISBP2L	False		
PVT1	True	RRAGC	False		
PVT1	True	JRKL	False		
PVT1	True	SUCLA2	False		
PVT1	True	DNAJB14	False		
PVT1	True	KPNA3	True		
PVT1	True	BMPR1A	True		
PVT1	True	PDE5A	True		
PVT1	True	SYNJ1	True		
PVT1	True	AP5B1	False		
PVT1	True	ABCD3	False		
PVT1	True	PIK3CA	True		
PVT1	True	TRPM7	True		
PVT1	True	CXorf57	False		
PVT1	True	SELT	False		
PVT1	True	ZNF236	False		
PVT1	True	GRIP1	False		
PVT1	True	TSPYL1	False		
PVT1	True	MYOF	False		
PVT1	True	PTPRG	False		
PVT1	True	RP11-513I15.6	False		
PVT1	True	CHM	False		
PVT1	True	ARFIP1	False		
PVT1	True	PODXL	True		
PVT1	True	PRPF39	False		
PVT1	True	DPY19L4	False		
PVT1	True	PPP4R2	False		
PVT1	True	SRPK2	False		
PVT1	True	ENPP2	False		
PVT1	True	PALB2	False		
PVT1	True	PILRB	False		
PVT1	True	STAM	False		
PVT1	True	KLHL13	False		
PVT1	True	FNIP2	False		
PVT1	True	MATR3	False		
PVT1	True	PRKDC	True		
PVT1	True	VPS4B	False		
PVT1	True	TXNDC16	False		
PVT1	True	KATNBL1	False		
PVT1	True	BCHE	False		
PVT1	True	GLS	True		
PVT1	True	DOCK11	False		
PVT1	True	ZFR	False		
PVT1	True	TANK	False		
PVT1	True	ZNF148	False		
PVT1	True	COL12A1	False		
PVT1	True	CDK13	True		
PVT1	True	GCLM	True		
PVT1	True	ACBD5	False		
PVT1	True	GS1-600G8.5	False		
PVT1	True	ATP10D	False		
PVT1	True	RFK	False		
PVT1	True	SUN1	False		
PVT1	True	AC008443.1	False		
PVT1	True	STAG2	False		
PVT1	True	LRRK2	True		
PVT1	True	ZMYM1	False		
PVT1	True	OAT	False		
PVT1	True	BUB1B	True		
PVT1	True	RP11-480A16.1	False		
PVT1	True	UBL3	False		
PVT1	True	AQP9	False		
PVT1	True	CCNA2	True		
PVT1	True	TSPAN13	False		
PVT1	True	CAB39	False		
PVT1	True	ARFGEF1	False		
PVT1	True	KIAA1524	False		
PVT1	True	ARL6IP6	False		
PVT1	True	NUP54	False		
PVT1	True	TBC1D12	False		
PVT1	True	RFXAP	False		
PVT1	True	ZBTB6	False		
PVT1	True	TLK1	False		
PVT1	True	USP54	False		
PVT1	True	KCTD3	False		
PVT1	True	TGFBR3	False		
PVT1	True	TBC1D32	False		
PVT1	True	GOLIM4	False		
PVT1	True	YTHDF3	False		
PVT1	True	RCAN3	False		
PVT1	True	PTPLB	False		
PVT1	True	AC020571.3	False		
PVT1	True	ABHD13	False		
PVT1	True	MYPN	False		
PVT1	True	PIK3R4	False		
PVT1	True	NPHP3	False		
PVT1	True	EID1	False		
PVT1	True	STAU2	False		
PVT1	True	LPXN	False		
PVT1	True	SNX4	False		
PVT1	True	SYTL5	False		
PVT1	True	FAM102B	False		
PVT1	True	SMURF2	False		
PVT1	True	LIFR	False		
PVT1	True	ARHGAP18	True		
PVT1	True	CAAP1	False		
PVT1	True	SORBS1	False		
PVT1	True	FOXG1	False		
PVT1	True	MTCP1	False		
PVT1	True	U2SURP	False		
PVT1	True	UBA2	False		
PVT1	True	SPP1	True		
PVT1	True	ZNF654	False		
PVT1	True	DNAJC13	False		
PVT1	True	FAM13A	False		
PVT1	True	SMARCAD1	False		
PVT1	True	SOS1	True		
PVT1	True	TRIM59	False		
PVT1	True	LRBA	False		
PVT1	True	DDX21	False		
PVT1	True	DNMT3B	True		
PVT1	True	CSMD2	False		
PVT1	True	ABI1	False		
PVT1	True	NUSAP1	True		
PVT1	True	ZNF12	False		
PVT1	True	C5orf28	False		
PVT1	True	ABI3BP	True		
PVT1	True	PDPR	False		
PVT1	True	PANK3	False		
PVT1	True	FNBP4	False		
PVT1	True	QPCT	False		
PVT1	True	RP11-582J16.5	False		
PVT1	True	TP53INP1	True		
PVT1	True	TRIM2	False		
PVT1	True	TMEM131	False		
PVT1	True	DICER1	True		
PVT1	True	TNPO3	False		
PVT1	True	RAB5A	True		
PVT1	True	MYO18A	False		
PVT1	True	EYA4	False		
PVT1	True	SMC3	False		
PVT1	True	CDK14	True		
PVT1	True	RAB23	False		
PVT1	True	MYBL1	False		
PVT1	True	BCOR	False		
PVT1	True	C8orf88	False		
PVT1	True	TCEAL1	False		
PVT1	True	FBXO28	False		
PVT1	True	AHCYL2	False		
PVT1	True	GSTCD	False		
PVT1	True	TMX3	False		
PVT1	True	ELF1	True		
PVT1	True	MARS2	False		
PVT1	True	RNF19A	False		
PVT1	True	PLK2	True		
PVT1	True	OTUD6B	False		
PVT1	True	ETNK1	False		
PVT1	True	ARL5B	False		
PVT1	True	CMTM6	False		
PVT1	True	ARMCX1	False		
PVT1	True	SPOPL	False		
PVT1	True	FRS2	True		
PVT1	True	DYRK1A	True		
PVT1	True	BACH1	True		
PVT1	True	WWP1	True		
PVT1	True	PIP5K1A	False		
PVT1	True	YAP1	True	expression association	valid
PVT1	True	NIPSNAP3A	False		
PVT1	True	ATP11C	False		
PVT1	True	QKI	False		
PVT1	True	LYST	False		
PVT1	True	HSPA2	False		
PVT1	True	RAD17	False		
PVT1	True	NAA30	False		
PVT1	True	KIAA1468	False		
PVT1	True	SENP7	False		
PVT1	True	FAM13C	False		
PVT1	True	PTBP2	True		
PVT1	True	ACTR3	False		
PVT1	True	GTF2E1	False		
PVT1	True	HECTD2	False		
PVT1	True	GPSM2	False		
PVT1	True	RBM12B	False		
PVT1	True	ADAM10	True		
PVT1	True	SUZ12	True		
PVT1	True	COMMD8	True		
PVT1	True	CCNT2	False		
PVT1	True	DOCK1	False		
PVT1	True	SATB1	True		
PVT1	True	MYD88	True		
PVT1	True	ZSCAN30	False		
PVT1	True	CUL5	False		
PVT1	True	CRLF3	False		
PVT1	True	B4GALT6	False		
PVT1	True	KLHL2	False		
PVT1	True	CDKN1B	True		
PVT1	True	SCLT1	False		
PVT1	True	TRIM22	False		
PVT1	True	THAP5	False		
PVT1	True	ZC2HC1A	False		
PVT1	True	ZBTB26	False		
PVT1	True	R3HDM1	False		
PVT1	True	H1F0	False		
PVT1	True	ZNF664	False		
PVT1	True	BROX	False		
PVT1	True	SETD2	True		
PVT1	True	NBPF10	False		
PVT1	True	UBE2V1	False		
PVT1	True	BOD1L1	False		
PVT1	True	FBXO3	False		
PVT1	True	C12orf75	False		
PVT1	True	SMPDL3A	False		
PVT1	True	RAPH1	False		
PVT1	True	FAM73A	False		
PVT1	True	VRK2	False		
PVT1	True	ZNF292	False		
PVT1	True	ATP6V0D2	False		
PVT1	True	ZNF281	True		
PVT1	True	GPR137C	False		
PVT1	True	MPDZ	False		
PVT1	True	TPBG	False		
PVT1	True	PRMT3	False		
PVT1	True	RSBN1	False		
PVT1	True	KIF6	False		
PVT1	True	MTX3	False		
PVT1	True	NEDD1	False		
PVT1	True	MPP5	False		
PVT1	True	PPP2CB	False		
PVT1	True	APP	False		
PVT1	True	IKZF5	False		
PVT1	True	TAF4	False		
PVT1	True	TMEM126B	False		
PVT1	True	DOCK9	False		
PVT1	True	SH3RF1	False		
PVT1	True	HMGN4	False		
PVT1	True	ASPH	False		
PVT1	True	KDM1B	True		
PVT1	True	CBFB	False		
PVT1	True	CCDC117	False		
PVT1	True	OSGEPL1	False		
PVT1	True	UBE2W	False		
PVT1	True	ADIRF-AS1	False		
PVT1	True	RNFT1	False		
PVT1	True	HDGFRP3	False		
PVT1	True	NT5E	True		
PVT1	True	MCM9	False		
PVT1	True	SLAIN2	True		
PVT1	True	SMC4	False		
PVT1	True	TNS3	False		
PVT1	True	EML6	False		
PVT1	True	MAP3K8	False		
PVT1	True	IRF2	False		
PVT1	True	RASAL2	False		
PVT1	True	PXK	False		
PVT1	True	KRCC1	False		
PVT1	True	ZNF700	False		
PVT1	True	GCLC	True		
PVT1	True	TOP1	False		
PVT1	True	SEC31A	False		
PVT1	True	NDE1	False		
PVT1	True	ARID5B	False		
PVT1	True	AC011043.1	False		
PVT1	True	HBP1	True		
PVT1	True	FYTTD1	False		
PVT1	True	USP8	False		
PVT1	True	EP300	True		
PVT1	True	HLTF	False		
PVT1	True	ME2	False		
PVT1	True	ZNF804A	False		
PVT1	True	SLC37A2	False		
PVT1	True	TMPO	True		
PVT1	True	GABPA	True		
PVT1	True	ZCCHC8	False		
PVT1	True	TAF1B	False		
PVT1	True	PDE4B	False		
PVT1	True	USP10	False		
PVT1	True	KIAA0196	False		
PVT1	True	CAT	False		
PVT1	True	ZC3H15	False		
PVT1	True	MCFD2	False		
PVT1	True	ERCC4	False		
PVT1	True	TXNRD1	False		
PVT1	True	CCDC50	False		
PVT1	True	PBX3	True		
PVT1	True	OSBPL3	False		
PVT1	True	SPAG1	False		
PVT1	True	EMP1	False		
PVT1	True	ACVR1	False		
PVT1	True	CCDC91	False		
PVT1	True	DLD	False		
PVT1	True	ITGB3	True		
PVT1	True	SEMA3A	False		
PVT1	True	RP11-98I9.4	False		
PVT1	True	RCN2	False		
PVT1	True	POC1B	False		
PVT1	True	TMCO3	False		
PVT1	True	UBP1	False		
PVT1	True	PLCB1	False		
PVT1	True	UEVLD	False		
PVT1	True	PRPF4B	False		
PVT1	True	ANO6	False		
PVT1	True	FAM129A	False		
PVT1	True	BTBD7	False		
PVT1	True	DNAH11	False		
PVT1	True	SCP2	False		
PVT1	True	SHOC2	False		
PVT1	True	TMF1	False		
PVT1	True	SLC25A40	False		
PVT1	True	CIPC	False		
PVT1	True	PUM1	True		
PVT1	True	MCTP2	False		
PVT1	True	CLDN12	False		
PVT1	True	CHRNA9	False		
PVT1	True	EFR3A	False		
PVT1	True	NCOA4	False		
PVT1	True	GATA2	False		
PVT1	True	DENND1B	False		
PVT1	True	PLEKHH2	False		
PVT1	True	ANXA1	False		
PVT1	True	HECTD1	False		
PVT1	True	ASNS	False		
PVT1	True	ZBTB21	False		
PVT1	True	BMPR2	True		
PVT1	True	PFN2	True		
PVT1	True	ZNF627	False		
PVT1	True	USP16	False		
PVT1	True	LANCL1	False		
PVT1	True	BMI1	True		
PVT1	True	THUMPD1	False		
PVT1	True	CHORDC1	False		
PVT1	True	CHN1	False		
PVT1	True	SLC31A2	False		
PVT1	True	CENPA	False		
PVT1	True	XPO1	False		
PVT1	True	ARID4B	False		
PVT1	True	SNX9	False		
PVT1	True	PCF11	False		
PVT1	True	HINT3	False		
PVT1	True	PPM1D	False		
PVT1	True	ZNF558	False		
PVT1	True	PPP1CC	False		
PVT1	True	TOPBP1	False		
PVT1	True	CEP70	False		
PVT1	True	RP11-379B18.5	False		
PVT1	True	GPBP1L1	False		
PVT1	True	FBXW11	False		
PVT1	True	POLR2B	False		
PVT1	True	LINC00641	True		
PVT1	True	ARHGEF12	False		
PVT1	True	OSBPL1A	False		
PVT1	True	VWA8	False		
PVT1	True	ZHX1	False		
PVT1	True	SMIM15	False		
PVT1	True	TMEM209	False		
PVT1	True	SLC35A3	False		
PVT1	True	LPIN2	False		
PVT1	True	CEP128	False		
PVT1	True	CACNA2D1	False		
PVT1	True	ZXDB	False		
PVT1	True	STX3	False		
PVT1	True	DAGLA	False		
PVT1	True	TBCCD1	False		
PVT1	True	AC009948.5	False		
PVT1	True	ERBB2IP	False		
PVT1	True	CAPZA2	False		
PVT1	True	TMOD3	False		
PVT1	True	TSLP	True		
PVT1	True	AGFG1	False		
PVT1	True	PLS3	False		
PVT1	True	TRRAP	False		
PVT1	True	ZNF112	False		
PVT1	True	HEG1	False		
PVT1	True	MDM1	False		
PVT1	True	EDEM3	False		
PVT1	True	CWC22	False		
PVT1	True	EXTL2	False		
PVT1	True	FRYL	False		
PVT1	True	RACGAP1	False		
PVT1	True	TUBB3	False		
PVT1	True	VAV3	False		
PVT1	True	EIF2AK3	True		
PVT1	True	SMCHD1	False		
PVT1	True	BTN2A2	False		
PVT1	True	TMEM194A	False		
PVT1	True	SAMD9	False		
PVT1	True	C2orf69	False		
PVT1	True	IGF2R	False		
PVT1	True	NCAPD2	False		
PVT1	True	MARCH8	False		
PVT1	True	LMBRD2	False		
PVT1	True	OSBPL9	False		
PVT1	True	PPP1R15B	False		
PVT1	True	PDCD6IP	False		
PVT1	True	STT3B	False		
PVT1	True	ELMOD1	False		
PVT1	True	TMEM184C	False		
PVT1	True	SLC30A7	False		
PVT1	True	WASF3	False		
PVT1	True	FAM126A	False		
PVT1	True	MYLIP	True		
PVT1	True	MIR3916	False		
PVT1	True	GNAI3	False		
PVT1	True	ABHD3	False		
PVT1	True	MBNL1	False		
PVT1	True	WWC2	True		
PVT1	True	IL13RA2	False		
PVT1	True	SMEK2	False		
PVT1	True	FBXO30	False		
PVT1	True	ARMCX3	False		
PVT1	True	PDP2	False		
PVT1	True	EXOC5	False		
PVT1	True	FOXJ3	False		
PVT1	True	KDM3A	True		
PVT1	True	C1orf109	False		
PVT1	True	MTATP6P1	False		
PVT1	True	CAST	False		
PVT1	True	SLMAP	False		
PVT1	True	FAM49B	False		
PVT1	True	TRPC1	False		
PVT1	True	STRADA	False		
PVT1	True	STXBP5	False		
PVT1	True	MANEA	False		
PVT1	True	DHTKD1	False		
PVT1	True	DENND5B	False		
PVT1	True	NUP153	False		
PVT1	True	DEK	False		
PVT1	True	UVRAG	False		
PVT1	True	ZRANB2	True		
PVT1	True	FAM188A	False		
PVT1	True	PITX2	False		
PVT1	True	KDM7A	False		
PVT1	True	OSGIN2	False		
PVT1	True	PDCD10	False		
PVT1	True	DBF4	False		
PVT1	True	PPP1R2	False		
PVT1	True	TBL1XR1	False		
PVT1	True	CLASP2	False		
PVT1	True	CCSER2	False		
PVT1	True	ALDH1A3	False		
PVT1	True	PRKAG2	False		
PVT1	True	TJP2	False		
PVT1	True	GDAP1	False		
PVT1	True	CARKD	False		
PVT1	True	RAC2	True		
PVT1	True	RAB12	False		
PVT1	True	ARHGAP11A	True		
PVT1	True	MAP2K4	True		
PVT1	True	CTTNBP2NL	False		
PVT1	True	CPNE3	False		
PVT1	True	SNX13	False		
PVT1	True	RAB7L1	False		
PVT1	True	MAML2	False		
PVT1	True	ATG2B	False		
PVT1	True	UTRN	False		
PVT1	True	YOD1	False		
PVT1	True	MBTD1	True		
PVT1	True	MARCH5	False		
PVT1	True	RRAGB	False		
PVT1	True	YIPF5	False		
PVT1	True	PRDM10	False		
PVT1	True	RLF	False		
PVT1	True	ATP6V1C1	False		
PVT1	True	ASH1L	False		
PVT1	True	SPICE1	False		
PVT1	True	AP5M1	False		
PVT1	True	PATL1	False		
PVT1	True	GAREM	False		
PVT1	True	MALT1	False		
PVT1	True	USP9X	True		
PVT1	True	TIPARP	False		
PVT1	True	RRN3	False		
PVT1	True	EDA2R	False		
PVT1	True	GBP1	False		
PVT1	True	FAM161A	False		
PVT1	True	DIMT1	False		
PVT1	True	GCNT1	False		
PVT1	True	TTLL7	False		
PVT1	True	ARL5A	False		
PVT1	True	CYFIP1	False		
PVT1	True	F2R	False		
PVT1	True	CKAP5	False		
PVT1	True	CCNL1	True		
PVT1	True	NAV3	False		
PVT1	True	LRRC8D	False		
PVT1	True	ANKRD28	False		
PVT1	True	EFCAB7	False		
PVT1	True	EPB41L2	False		
PVT1	True	ANKRA2	False		
PVT1	True	RASSF8	False		
PVT1	True	TMEM135	False		
PVT1	True	C9orf64	False		
PVT1	True	EVI5	False		
PVT1	True	RCOR1	False		
PVT1	True	MOB1B	False		
PVT1	True	PARP4	False		
PVT1	True	KLHL20	False		
PVT1	True	CCNDBP1	False		
PVT1	True	AFTPH	False		
PVT1	True	C1GALT1	False		
PVT1	True	ZFC3H1	False		
PVT1	True	CHML	False		
PVT1	True	TRPS1	True		
PVT1	True	KRAS	True		
PVT1	True	LYRM5	False		
PVT1	True	KIF13A	False		
PVT1	True	FUBP1	False		
PVT1	True	RP3-368A4.5	False		
PVT1	True	TGFBR1	True		
PVT1	True	MITF	False		
PVT1	True	UBE2E3	False		
PVT1	True	HIPK3	False		
PVT1	True	PCNXL4	False		
PVT1	True	EPS15	False		
PVT1	True	SYPL1	False		
PVT1	True	WDR37	False		
PVT1	True	TTC30A	False		
PVT1	True	ITGBL1	False		
PVT1	True	DNAJC24	False		
PVT1	True	VHL	False		
PVT1	True	RAB1A	True		
PVT1	True	TMEFF2	True		
PVT1	True	OXSR1	False		
PVT1	True	ARHGAP23	False		
PVT1	True	TAF9	False		
PVT1	True	AMD1	False		
PVT1	True	MOB1A	False		
PVT1	True	DHX15	False		
PVT1	True	INCENP	True	ceRNA or sponge	train
PVT1	True	SCN2A	False		
PVT1	True	RMND5A	False		
PVT1	True	DHX29	False		
PVT1	True	ARID4A	False		
PVT1	True	GMFB	False		
PVT1	True	FBXL2	False		
PVT1	True	KIAA1407	False		
PVT1	True	USP25	False		
PVT1	True	RAD51AP1	False		
PVT1	True	PRUNE2	True		
PVT1	True	NUPL1	False		
PVT1	True	GCA	False		
PVT1	True	ATP11B	False		
PVT1	True	TMEM87B	False		
PVT1	True	FEM1C	False		
PVT1	True	CPS1	True		
PVT1	True	UBR4	False		
PVT1	True	LPP	False		
PVT1	True	PAIP1	False		
PVT1	True	TCERG1	False		
PVT1	True	TJP1	True		
PVT1	True	SLC25A30	False		
PVT1	True	BTBD3	False		
PVT1	True	USP42	False		
PVT1	True	IARS	False		
PVT1	True	SEC22C	False		
PVT1	True	TCEA1	False		
PVT1	True	CNIH1	False		
PVT1	True	CASP8AP2	False		
PVT1	True	RSF1	True		
PVT1	True	SPAG9	True		
PVT1	True	MED14	False		
PVT1	True	ANKRD17	False		
PVT1	True	YWHAG	False		
PVT1	True	TRIM37	False		
PVT1	True	E2F8	True		
PVT1	True	NARS	False		
PVT1	True	ELMSAN1	False		
PVT1	True	NOTCH2	True	ceRNA or sponge	train
PVT1	True	KTN1	False		
PVT1	True	SENP6	False		
PVT1	True	MPC1	False		
PVT1	True	ABCC4	False		
PVT1	True	NXT2	False		
PVT1	True	CARD6	False		
PVT1	True	PIGK	False		
PVT1	True	ARHGAP11B	False		
PVT1	True	ZFHX4	False		
PVT1	True	PRC1	True		
PVT1	True	ATP6V1A	False		
PVT1	True	GCC2	False		
PVT1	True	FAM171B	False		
PVT1	True	RNF138	False		
PVT1	True	RORA	False		
PVT1	True	AASDHPPT	False		
PVT1	True	HTR7	False		
PVT1	True	COL4A3BP	False		
PVT1	True	PRKAA1	True		
PVT1	True	ZMIZ1	False		
PVT1	True	EIF4G3	False		
PVT1	True	EXOC1	False		
PVT1	True	ELOVL5	False		
PVT1	True	SMAD7	True		
PVT1	True	SLMO2	False		
PVT1	True	SLC1A1	False		
PVT1	True	MGAT2	False		
PVT1	True	APPBP2	False		
PVT1	True	TMX1	False		
PVT1	True	APOLD1	False		
PVT1	True	ATXN2	False		
PVT1	True	ERAP1	False		
PVT1	True	SCAMP4	False		
PVT1	True	CCDC176	False		
PVT1	True	MBIP	False		
PVT1	True	RFX7	True		
PVT1	True	PAPSS2	False		
PVT1	True	SNN	False		
PVT1	True	PMM2	False		
PVT1	True	MFN1	False		
PVT1	True	GPATCH2L	False		
PVT1	True	ENOPH1	False		
PVT1	True	USP6NL	False		
PVT1	True	KCTD18	False		
PVT1	True	GS1-124K5.12	False		
PVT1	True	C6orf62	False		
PVT1	True	STK38L	False		
PVT1	True	TRIQK	False		
PVT1	True	PCNP	False		
PVT1	True	GNE	False		
PVT1	True	KIAA2018	False		
PVT1	True	UBE2Q2	False		
PVT1	True	COPS2	False		
PVT1	True	NRBF2	False		
PVT1	True	RNF19B	False		
PVT1	True	NUDT21	False		
PVT1	True	AKIRIN1	False		
PVT1	True	KIAA1279	False		
PVT1	True	PAPOLG	False		
PVT1	True	NAT1	False		
PVT1	True	RNF182	False		
PVT1	True	CCPG1	False		
PVT1	True	SLC25A32	False		
PVT1	True	XPR1	False		
PVT1	True	PPP1CB	False		
PVT1	True	PDS5A	False		
PVT1	True	ZNF644	False		
PVT1	True	DDX5	True		
PVT1	True	ARHGAP21	False		
PVT1	True	CHMP5	False		
PVT1	True	TRMT11	False		
PVT1	True	SYNE1	False		
PVT1	True	PHF3	False		
PVT1	True	WDFY1	False		
PVT1	True	RIN2	False		
PVT1	True	WDSUB1	False		
PVT1	True	TMEM67	False		
PVT1	True	CLOCK	True		
PVT1	True	DST	False		
PVT1	True	DBR1	False		
PVT1	True	CAV2	False		
PVT1	True	TAOK1	False		
PVT1	True	ARHGAP24	False		
PVT1	True	ZFP91	True		
PVT1	True	MSL3P1	False		
PVT1	True	INSIG1	False		
PVT1	True	AVL9	False		
PVT1	True	PLXNB3	False		
PVT1	True	RNF44	False		
PVT1	True	NAV2	False		
PVT1	True	ETV1	False		
PVT1	True	AGPAT9	False		
PVT1	True	ATP2A2	False		
PVT1	True	NEK10	False		
PVT1	True	OPA1	False		
PVT1	True	KIF20B	False		
PVT1	True	LAMP2	False		
PVT1	True	LBR	False		
PVT1	True	RBM12	False		
PVT1	True	EIF3C	False		
PVT1	True	MMADHC	False		
PVT1	True	APPL1	False		
PVT1	True	USO1	False		
PVT1	True	MAP3K2	True		
PVT1	True	MAD2L1	False		
PVT1	True	ZNF655	False		
PVT1	True	AGTR1	True		
PVT1	True	PBK	False		
PVT1	True	DTNA	False		
PVT1	True	KIAA1598	False		
PVT1	True	KPNA5	False		
PVT1	True	MYO5A	False		
PVT1	True	KANSL1	False		
PVT1	True	CEP192	False		
PVT1	True	SMARCC2	False		
PVT1	True	SESTD1	False		
PVT1	True	ATL2	False		
PVT1	True	VCAN	True		
PVT1	True	PDE12	False		
PVT1	True	MYO9A	False		
PVT1	True	TMEM168	False		
PVT1	True	PCGF5	False		
PVT1	True	GPD2	False		
PVT1	True	HSD17B11	False		
PVT1	True	PHLPP2	True		
PVT1	True	ZDHHC21	False		
PVT1	True	TNPO1	False		
PVT1	True	C3orf67	False		
PVT1	True	E2F3	True		
PVT1	True	VPS26A	False		
PVT1	True	CD302	False		
PVT1	True	KLF13	True		
PVT1	True	HSF2	True		
PVT1	True	UBXN2B	False		
PVT1	True	TP53BP2	True		
PVT1	True	BBX	False		
PVT1	True	CDC14B	False		
PVT1	True	HOXB3	True		
PVT1	True	WNK1	True		
PVT1	True	AP1S2	True		
PVT1	True	DIXDC1	False		
PVT1	True	FMN1	False		
PVT1	True	OGT	False		
PVT1	True	VIM-AS1	True		
PVT1	True	ADAMTS1	True		
PVT1	True	SGOL2	False		
PVT1	True	ACBD3	False		
PVT1	True	EDEM1	False		
PVT1	True	DNAAF2	False		
PVT1	True	IPMK	False		
PVT1	True	FER	False		
PVT1	True	CCDC14	False		
PVT1	True	FBXO32	False		
PVT1	True	ZIC1	False		
PVT1	True	IFT80	False		
PVT1	True	ZFX	True		
PVT1	True	SDE2	False		
PVT1	True	ZNF304	False		
PVT1	True	PER1	False		
PVT1	True	SNAI2	True		
PVT1	True	CASP8	True		
