h	h_name	h_in_db	t	t_name	t_in_db	relation	split
ENSG00000263272		False	ENSG00000108559	NUP88	False		
ENST00000582965		False	ENSG00000108604	SMARCD2	False		
ENSG00000266962	HSD17B1-AS1	False	ENSG00000108784	NAGLU	False		
ENSG00000266962	HSD17B1-AS1	False	ENSG00000108786	HSD17B1	False		
ENSG00000266962	HSD17B1-AS1	False	ENSG00000108788	MLX	False		
ENSG00000279602		False	ENSG00000108828	VAT1	False		
ENSG00000279792		False	ENSG00000108829	LRRC59	False		
ENSG00000265100		False	ENSG00000108932	SLC16A6	False		
ENSG00000265474		False	ENSG00000109118	PHF12	False		
ENST00000508847		False	ENSG00000109686	SH3D19	False		
ENSG00000231880		False	ENSG00000109919	MTCH2	False		
ENSG00000280010		False	ENSG00000110031	LPXN	False		
ENST00000526453		False	ENSG00000110367	DDX6	False		
ENSG00000278376		False	ENSG00000110375	UPK2	False		
ENSG00000274251		False	ENSG00000110697	PITPNM1	False		
TCONS_00019459		False	ENSG00000110723	EXPH5	False		
ENSG00000277423		False	ENSG00000110917	MLEC	False		
ENSG00000257671	KRT7-AS	True	ENSG00000111057	KRT18	False		
ENSG00000258099	ATXN2-AS	False	ENSG00000111271	ACAD10	False		
ENSG00000256092	SBNO1-AS1	False	ENSG00000111328	CDK2AP1	False		
ENSG00000261324		False	ENSG00000111341	MGP	False		
ENSG00000247373	TMED2-DT	False	ENSG00000111361	EIF2B1	False		
ENSG00000278385		False	ENSG00000111424	VDR	True		
ENSG00000273973		False	ENSG00000111540	RAB5B	False		
ENSG00000257497	GLIPR1-AS1	False	ENSG00000111615	KRR1	False		
ENSG00000272173		False	ENSG00000111665	CDCA3	True		
ENSG00000272173		False	ENSG00000111667	USP5	False		
ENST00000537269		False	ENSG00000111669	TPI1	False		
ENSG00000272173		False	ENSG00000111669	TPI1	False		
ENSG00000271969		False	ENSG00000111669	TPI1	False		
ENST00000537269		False	ENSG00000111671	SPSB2	False		
ENSG00000272173		False	ENSG00000111671	SPSB2	False		
ENSG00000271969		False	ENSG00000111671	SPSB2	False		
ENSG00000271969		False	ENSG00000111684	LPCAT3	False		
ENSG00000272173		False	ENSG00000111684	LPCAT3	False		
ENST00000537269		False	ENSG00000111684	LPCAT3	False		
CUFF.165844		False	ENSG00000111879	FAM184A	False		
CUFF.165844		False	ENSG00000111885	MAN1A1	False		
ENSG00000227627		False	ENSG00000112031	MTRF1L	False		
ENSG00000285244	DINOL	True	ENSG00000112081	SRSF3	False		
ENSG00000285427	SOD2-OT1	True	ENSG00000112096		False		
ENSG00000285427	SOD2-OT1	True	ENSG00000112110	MRPL18	False		
ENSG00000266680		False	ENSG00000112245	PTP4A1	True		
ENSG00000272476		False	ENSG00000112335	SNX3	False		
CUFF.167600		False	ENSG00000112419	PHACTR2	False		
ENSG00000280184		False	ENSG00000112425	EPM2A	False		
ENSG00000270638		False	ENSG00000112425	EPM2A	False		
ENSG00000245261		False	ENSG00000112667	DNPH1	False		
ENSG00000225138	SLC9A3-AS1	False	ENSG00000112877	CEP72	False		
ENSG00000271849	MAN2A1-DT	False	ENSG00000112893	MAN2A1	False		
ENSG00000246323	FAM13B-AS1	False	ENSG00000112983	BRD8	False		
ENSG00000253404	CTNNA1-AS1	False	ENSG00000113013	HSPA9	False		
ENSG00000249085	TNPO1-DT	False	ENSG00000113048	MRPS27	False		
ENSG00000279472		False	ENSG00000113212	PCDHB7	False		
ENST00000504573		False	ENSG00000113300	CNOT6	False		
ENST00000508000		False	ENSG00000113318	MSH3	True		
ENST00000546238		False	ENSG00000113356	POLR3G	False		
ENSG00000279923		False	ENSG00000113360	DROSHA	True		
ENSG00000271737		False	ENSG00000113558	SKP1	False		
ENSG00000270177	PPP2CA-DT	False	ENSG00000113558	SKP1	False		
ENSG00000271737		False	ENSG00000113583	C5orf15	False		
ENSG00000263826		False	ENSG00000113838	TBCCD1	False		
ENSG00000263826		False	ENSG00000113889	KNG1	False		
ENSG00000270959	LPP-AS2	False	ENSG00000113916	BCL6	False		
ENSG00000285938		False	ENSG00000113916	BCL6	False		
ENST00000522525		False	ENSG00000114026	OGG1	False		
ENST00000520447		False	ENSG00000114026	OGG1	False		
ENST00000521267		False	ENSG00000114026	OGG1	False		
ENST00000467069		False	ENSG00000114026	OGG1	False		
ENST00000494680		False	ENSG00000114026	OGG1	False		
ENST00000522221		False	ENSG00000114026	OGG1	False		
ENST00000481221		False	ENSG00000114026	OGG1	False		
ENST00000489616		False	ENSG00000114026	OGG1	False		
ENST00000469846		False	ENSG00000114026	OGG1	False		
ENST00000480904		False	ENSG00000114026	OGG1	False		
ENST00000498199		False	ENSG00000114026	OGG1	False		
ENST00000518437		False	ENSG00000114026	OGG1	False		
ENST00000524210		False	ENSG00000114026	OGG1	False		
ENSG00000261758	STAG1-DT	False	ENSG00000114054	PCCB	False		
ENST00000439898		False	ENSG00000114383	TUSC2	False		
ENST00000466734		False	ENSG00000114439	BBX	False		
ENSG00000273375		False	ENSG00000114473	IQCG	False		
ENSG00000229589	ACVR2B-AS1	False	ENSG00000114739	ACVR2B	True		
ENST00000463449		False	ENSG00000114850	SSR3	False		
ENST00000313064		False	ENSG00000115053	NCL	False		
ENSG00000270019		False	ENSG00000115084	SLC35F5	False		
ENST00000453289		False	ENSG00000115241	PPM1G	False		
TCONS_00027655		False	ENSG00000115268	RPS15	False		
TCONS_00027154		False	ENSG00000115268	RPS15	False		
TCONS_00004271		False	ENSG00000115484	CCT4	True		
ENSG00000223947		False	ENSG00000115539	PDCL3	False		
ENSG00000273080		False	ENSG00000115548	KDM3A	True		
ENSG00000234235	BOK-AS1	True	ENSG00000115694	STK25	False		
TCONS_00005314		False	ENSG00000115942	ORC2	False		
ENSG00000279873	LINC01126	True	ENSG00000115970	THADA	False		
ENSG00000234936		False	ENSG00000115970	THADA	False		
ENST00000414141		False	ENSG00000115998	C2orf42	False		
ENST00000414141		False	ENSG00000116001	TIA1	True		
ENST00000442673		False	ENSG00000116198	CEP104	False		
ENST00000521244		False	ENSG00000116199	FAM20B	False		
ENST00000429480		False	ENSG00000116251	RPL22	False		
ENSG00000272906		False	ENSG00000116260	QSOX1	False		
ENST00000427804		False	ENSG00000116350	SRSF4	False		
ENSG00000225855	RUSC1-AS1	True	ENSG00000116521	SCAMP3	False		
ENSG00000225855	RUSC1-AS1	True	ENSG00000116539	ASH1L	False		
ENSG00000279838		False	ENSG00000116679	IVNS1ABP	False		
ENSG00000285646		False	ENSG00000116688	MFN2	False		
ENSG00000235527	HIPK1-AS1	False	ENSG00000116793	PHTF1	False		
ENST00000456414		False	ENSG00000116815	CD58	False		
ENSG00000271427		False	ENSG00000116830	TTF2	False		
ENSG00000271914		False	ENSG00000116863	ADPRS	False		
ENSG00000273637		False	ENSG00000116954	RRAGC	False		
ENST00000456105		False	ENSG00000117139	KDM5B	True		
ENSG00000260021		False	ENSG00000117153	KLHL12	False		
ENST00000456105		False	ENSG00000117153	KLHL12	False		
ENST00000451607		False	ENSG00000117592	PRDX6	False		
TCONS_l2_00001627		False	ENSG00000117592	PRDX6	False		
ENST00000424181		False	ENSG00000117592	PRDX6	False		
ENSG00000272432		False	ENSG00000117614	SYF2	True		
ENSG00000267757	EML2-AS1	False	ENSG00000117877	POLR1G	False		
ENSG00000273486		False	ENSG00000118007	STAG1	False		
TCONS_00027655		False	ENSG00000118046	STK11	True		
TCONS_00027154		False	ENSG00000118046	STK11	True		
ENSG00000279861		False	ENSG00000118162	KPTN	False		
CUFF.13275		False	ENSG00000118194	TNNT2	False		
ENSG00000266680		False	ENSG00000118482	PHF3	False		
ENSG00000235527	HIPK1-AS1	False	ENSG00000118655	DCLRE1B	False		
ENSG00000262001	DLGAP1-AS2	True	ENSG00000118680	MYL12B	False		
ENSG00000177337	DLGAP1-AS1	True	ENSG00000118680	MYL12B	False		
TCONS_00005314		False	ENSG00000119013	NDUFB3	False		
TCONS_00003558		False	ENSG00000119185	ITGB1BP1	False		
TCONS_00004138		False	ENSG00000119203	CPSF3	False		
ENSG00000280758		False	ENSG00000119335	SET	False		
ENST00000316786		False	ENSG00000119383	PTPA	False		
ENST00000586907		False	ENSG00000119402	FBXW2	False		
ENST00000442982		False	ENSG00000119402	FBXW2	False		
ENST00000588973		False	ENSG00000119402	FBXW2	False		
ENST00000608862		False	ENSG00000119402	FBXW2	False		
ENST00000447891		False	ENSG00000119402	FBXW2	False		
ENST00000612398		False	ENSG00000119402	FBXW2	False		
ENST00000611982		False	ENSG00000119402	FBXW2	False		
ENST00000614216		False	ENSG00000119402	FBXW2	False		
ENST00000432640		False	ENSG00000119402	FBXW2	False		
ENST00000450803		False	ENSG00000119402	FBXW2	False		
TCONS_00016868		False	ENSG00000119414	PPP6C	False		
ENSG00000275198	LINC02960	False	ENSG00000119720	NRDE2	False		
ENSG00000260475	SLC25A28-DT	False	ENSG00000120053	GOT1	True		
ENST00000492465		False	ENSG00000120055	C10orf95	False		
ENSG00000272933	TRIM8-DT	False	ENSG00000120055	C10orf95	False		
ENSG00000285427	SOD2-OT1	True	ENSG00000120438	TCP1	False		
ENSG00000248050	SYBU-AS1	False	ENSG00000120533	ENY2	False		
ENST00000427804		False	ENSG00000120656	TAF12	False		
ENSG00000281398	SNHG4	True	ENSG00000120725	SIL1	False		
ENSG00000281398	SNHG4	True	ENSG00000120727	PAIP2	False		
ENSG00000271895		False	ENSG00000120948	TARDBP	True		
ENST00000524369		False	ENSG00000120963	ZNF706	False		
ENSG00000274213		False	ENSG00000121057	AKAP1	False		
ENSG00000274213		False	ENSG00000121064	SCPEP1	False		
ENSG00000187013	LINC02875	False	ENSG00000121068	TBX2	False		
ENST00000592431		False	ENSG00000121289	CEP89	False		
ENSG00000268049		False	ENSG00000121410	A1BG	False		
ENSG00000268895	A1BG-AS1	True	ENSG00000121410	A1BG	False		
ENSG00000260743		False	ENSG00000121864	ZNF639	False		
ENST00000533736		False	ENSG00000121892	PDS5A	False		
ENSG00000224043	CCNT2-AS1	False	ENSG00000121988	ZRANB3	False		
ENSG00000261485	PAN3-AS1	False	ENSG00000122025	FLT3	False		
ENST00000603624		False	ENSG00000122140	MRPS2	False		
ENSG00000272734	ADIRF-AS1	False	ENSG00000122367	LDB3	False		
ENSG00000272734	ADIRF-AS1	False	ENSG00000122376	SHLD2	False		
ENST00000428940		False	ENSG00000122376	SHLD2	False		
ENSG00000272079		False	ENSG00000122386	ZNF205	False		
ENSG00000271122	HERPUD2-AS1	False	ENSG00000122557	HERPUD2	False		
ENSG00000270933		False	ENSG00000122566	HNRNPA2B1	True		
ENSG00000276188		False	ENSG00000122971	ACADS	False		
ENSG00000261664	TTC39A-AS1	False	ENSG00000123091	RNF11	False		
ENSG00000276436		False	ENSG00000123178	SPRYD7	False		
ENSG00000276436		False	ENSG00000123179	EBPL	False		
ENSG00000269961	ERBIN-DT	False	ENSG00000123213	NLN	False		
ENSG00000273973		False	ENSG00000123342	MMP19	True		
ENSG00000273973		False	ENSG00000123374	CDK2	True		
ENSG00000273973		False	ENSG00000123411	IKZF4	False		
TCONS_00020413		False	ENSG00000123416	TUBA1B	False		
ENSG00000272017		False	ENSG00000123552	USP45	False		
ENSG00000231154	MORF4L2-AS1	False	ENSG00000123570	RAB9B	False		
ENST00000607836		False	ENSG00000123636	BAZ2B	False		
ENSG00000232160	RAP2C-AS1	False	ENSG00000123728	RAP2C	False		
ENSG00000259891		False	ENSG00000123908	AGO2	True		
ENSG00000261469		False	ENSG00000124067	SLC12A4	False		
ENSG00000268858		False	ENSG00000124171	PARD6B	False		
ENSG00000267882		False	ENSG00000124171	PARD6B	False		
ENST00000620594		False	ENSG00000124207	CSE1L	False		
ENST00000623640		False	ENSG00000124207	CSE1L	False		
ENST00000618800		False	ENSG00000124207	CSE1L	False		
ENSG00000227431	CSE1L-DT	False	ENSG00000124207	CSE1L	False		
ENST00000625080		False	ENSG00000124215	CDH26	False		
ENST00000620594		False	ENSG00000124228	DDX27	False		
ENST00000623640		False	ENSG00000124228	DDX27	False		
ENST00000618800		False	ENSG00000124228	DDX27	False		
ENSG00000267882		False	ENSG00000124243	BCAS4	False		
ENSG00000272735		False	ENSG00000124370	MCEE	False		
ENSG00000272735		False	ENSG00000124383	MPHOSPH10	False		
ENSG00000269583		False	ENSG00000124444	ZNF576	False		
TCONS_00011816		False	ENSG00000124496	TRERF1	False		
ENSG00000225339		False	ENSG00000124507	PACSIN1	False		
ENSG00000261071		False	ENSG00000124523	SIRT5	False		
ENSG00000272277		False	ENSG00000124588	NQO2	False		
ENSG00000272114		False	ENSG00000124688	MAD2L1BP	False		
ENSG00000272269	NUP153-AS1	False	ENSG00000124789	NUP153	False		
ENSG00000279035		False	ENSG00000125449	ARMC7	False		
ENSG00000265342		False	ENSG00000125454	SLC25A19	False		
ENST00000416022		False	ENSG00000125505	MBOAT7	False		
ENSG00000280213	UCKL1-AS1	False	ENSG00000125520	SLC2A4RG	False		
ENST00000449500		False	ENSG00000125531	FNDC11	False		
ENST00000411579		False	ENSG00000125531	FNDC11	False		
ENSG00000229539	PANK2-AS1	False	ENSG00000125779	PANK2	False		
ENSG00000229539	PANK2-AS1	False	ENSG00000125817	CENPB	False		
ENSG00000229539	PANK2-AS1	False	ENSG00000125843	AP5S1	False		
ENSG00000277287		False	ENSG00000125877	ITPA	False		
ENSG00000271147	ARMCX5-GPRASP2	False	ENSG00000125962	ARMCX5	False		
ENSG00000281376	ABALON	True	ENSG00000125968	ID1	True		
ENSG00000230613	HM13-AS1	False	ENSG00000125968	ID1	True		
ENSG00000281912	LINC01144	False	ENSG00000126107	HECTD3	False		
ENSG00000260285	TRMT61A-DT	False	ENSG00000126214	KLC1	False		
ENSG00000277159		False	ENSG00000126216	TUBGCP3	False		
ENSG00000236144	TMEM147-AS1	False	ENSG00000126254	RBM42	False		
ENSG00000268006	PTOV1-AS1	False	ENSG00000126453	BCL2L12	False		
ENSG00000268006	PTOV1-AS1	False	ENSG00000126456	IRF3	False		
ENSG00000242125	SNHG3	True	ENSG00000126698	DNAJC8	False		
ENSG00000186615	KTN1-AS1	True	ENSG00000126777	KTN1	False		
ENSG00000274015		False	ENSG00000126821	SGPP1	False		
ENSG00000285018		False	ENSG00000126903	SLC10A3	False		
ENSG00000280195		False	ENSG00000126903	SLC10A3	False		
ENST00000514984		False	ENSG00000127418	FGFRL1	False		
ENSG00000279529		False	ENSG00000127527	EPS15L1	False		
ENST00000563192		False	ENSG00000127554	GFER	False		
ENSG00000260394	STUB1-DT	False	ENSG00000127578	WFIKKN1	False		
ENST00000411630		False	ENSG00000128045	RASL11B	False		
ENST00000503051		False	ENSG00000128045	RASL11B	False		
ENSG00000270022		False	ENSG00000128274	A4GALT	False		
ENST00000419422		False	ENSG00000128581	IFT22	False		
ENSG00000275106		False	ENSG00000128604	IRF5	False		
ENST00000426615		False	ENSG00000128654	MTX2	False		
ENST00000503052		False	ENSG00000128908	INO80	False		
ENSG00000260633		False	ENSG00000129055	ANAPC13	False		
ENSG00000263272		False	ENSG00000129197	RPAIN	False		
ENSG00000267100	ILF3-DT	True	ENSG00000129347	KRI1	False		
ENSG00000267100	ILF3-DT	True	ENSG00000129354	AP1M2	False		
ENSG00000258727	AP1G2-AS1	False	ENSG00000129460	NGDN	False		
CUFF.52002		False	ENSG00000129467	ADCY4	False		
ENSG00000258727	AP1G2-AS1	False	ENSG00000129473	BCL2L2	True		
ENSG00000260669		False	ENSG00000129535	NRL	False		
ENSG00000276698		False	ENSG00000129535	NRL	False		
CUFF.52002		False	ENSG00000129559	NEDD8	False		
ENSG00000259321		False	ENSG00000129559	NEDD8	False		
ENSG00000259877	ZNF778-DT	False	ENSG00000129910	CDH15	False		
ENST00000537498		False	ENSG00000129910	CDH15	False		
ENSG00000261526		False	ENSG00000129911	KLF16	True		
ENSG00000277142	LINC00235	False	ENSG00000129925	PGAP6	False		
ENSG00000267892		False	ENSG00000130402	ACTN4	True		
ENST00000438247		False	ENSG00000130508	PXDN	False		
ENST00000419028		False	ENSG00000130508	PXDN	False		
ENST00000423793		False	ENSG00000130560	UBAC1	False		
ENSG00000268858		False	ENSG00000130584	ZBTB46	False		
ENSG00000283411		False	ENSG00000130653	PNPLA7	False		
ENSG00000273619		False	ENSG00000130706	ADRM1	False		
ENSG00000273901		False	ENSG00000130726	TRIM28	False		
ENSG00000267100	ILF3-DT	True	ENSG00000130734	ATG4D	True		
ENSG00000280138		False	ENSG00000130787	HIP1R	False		
ENSG00000285018		False	ENSG00000130826	DKC1	True		
ENSG00000285018		False	ENSG00000130827	PLXNA3	False		
ENSG00000280195		False	ENSG00000130827	PLXNA3	False		
ENSG00000272512		False	ENSG00000131584	ACAP3	False		
ENSG00000277602		False	ENSG00000131653	TRAF7	False		
ENSG00000255198	SNHG9	True	ENSG00000131653	TRAF7	False		
ENSG00000260778	MIR3677HG	False	ENSG00000131653	TRAF7	False		
ENSG00000261532		False	ENSG00000131653	TRAF7	False		
ENST00000428958		False	ENSG00000131669	NINJ1	False		
ENST00000440377		False	ENSG00000131778	CHD1L	False		
ENST00000440377		False	ENSG00000131781	FMO5	False		
ENSG00000273355		False	ENSG00000132199	ENOSF1	False		
ENSG00000273080		False	ENSG00000132300	PTCD3	False		
ENSG00000273080		False	ENSG00000132313	MRPL35	False		
ENSG00000272986		False	ENSG00000132463	GRSF1	False		
STRG.26756		False	ENSG00000132475	H3-3B	False		
STRG.26756		False	ENSG00000132478	UNK	False		
ENSG00000265474		False	ENSG00000132589	FLOT2	True		
ENSG00000261469		False	ENSG00000132600	PRMT7	False		
ENSG00000279649		False	ENSG00000132600	PRMT7	False		
ENSG00000235919	ASH1L-AS1	False	ENSG00000132676	DAP3	False		
ENSG00000229953	BCAN-AS2	False	ENSG00000132688	NES	True		
ENSG00000281912	LINC01144	False	ENSG00000132773	TOE1	False		
ENSG00000281912	LINC01144	False	ENSG00000132781	MUTYH	False		
ENSG00000277368		False	ENSG00000132964	CDK8	True		
ENST00000538355		False	ENSG00000133315	MACROD1	False		
TCONS_00020073		False	ENSG00000133315	MACROD1	False		
ENSG00000256116		False	ENSG00000133315	MACROD1	False		
ENSG00000273082	LARGE1-AS1	False	ENSG00000133424	LARGE1	False		
ENSG00000246273	SBF2-AS1	True	ENSG00000133805	AMPD3	False		
ENSG00000270117		False	ENSG00000133884	DPF2	False		
ENSG00000251562	MALAT1	True	ENSG00000133884	DPF2	False		
ENST00000557691		False	ENSG00000133985	TTC9	False		
ENSG00000285923		False	ENSG00000134186	PRPF38B	False		
ENSG00000260879		False	ENSG00000134186	PRPF38B	False		
ENSG00000280186		False	ENSG00000134186	PRPF38B	False		
ENSG00000260077		False	ENSG00000134317	GRHL1	False		
ENSG00000271855		False	ENSG00000134330	IAH1	False		
ENSG00000272764		False	ENSG00000134452	FBH1	False		
ENSG00000266495		False	ENSG00000134508	CABLES1	False		
ENSG00000232160	RAP2C-AS1	False	ENSG00000134602	STK26	False		
ENSG00000260992	DOCK9-DT	False	ENSG00000134882	UBAC2	False		
ENSG00000276957		False	ENSG00000134901	POGLUT2	False		
ENSG00000277767		False	ENSG00000134905	CARS2	False		
ENST00000433446		False	ENSG00000135185	TMEM243	False		
ENST00000369605		False	ENSG00000135316	SYNCRIP	True		
ENST00000369605		False	ENSG00000135317	SNX14	False		
ENSG00000270175		False	ENSG00000135390	ATP5MC2	False		
ENSG00000273973		False	ENSG00000135392	DNAJC14	False		
ENSG00000258056	CD63-AS1	False	ENSG00000135392	DNAJC14	False		
ENSG00000273973		False	ENSG00000135404	CD63	False		
ENSG00000257379		False	ENSG00000135409	AMHR2	False		
ENSG00000273973		False	ENSG00000135414	GDF11	False		
ENSG00000258056	CD63-AS1	False	ENSG00000135414	GDF11	False		
ENSG00000258056	CD63-AS1	False	ENSG00000135482	ZC3H10	False		
ENSG00000258199		False	ENSG00000135482	ZC3H10	False		
ENSG00000255737	AGAP2-AS1	True	ENSG00000135506	OS9	True		
ENSG00000260418		False	ENSG00000135525	MAP7	False		
ENST00000428044		False	ENSG00000135540	NHSL1	False		
ENST00000458733		False	ENSG00000135540	NHSL1	False		
ENSG00000260273		False	ENSG00000135587	SMPD2	False		
ENSG00000243155		False	ENSG00000135823	STX6	False		
ENSG00000260360		False	ENSG00000135837	CEP350	False		
ENSG00000277715		False	ENSG00000136026	CKAP4	False		
ENSG00000273723	SUGT1-DT	False	ENSG00000136099	PCDH8	False		
ENSG00000278238	CKAP2-DT	False	ENSG00000136100	VPS36	False		
ENSG00000278238	CKAP2-DT	False	ENSG00000136108	CKAP2	False		
ENST00000577700		False	ENSG00000136270	TBRG4	False		
ENST00000443162		False	ENSG00000136271	DDX56	False		
ENST00000450016		False	ENSG00000136271	DDX56	False		
ENST00000441052		False	ENSG00000136279	DBNL	False		
ENSG00000239775		False	ENSG00000136279	DBNL	False		
ENSG00000279792		False	ENSG00000136444	RSAD1	False		
ENST00000584608		False	ENSG00000136463	TACO1	False		
ENSG00000187013	LINC02875	False	ENSG00000136492	BRIP1	False		
ENSG00000272910		False	ENSG00000136518	ACTL6A	False		
ENSG00000263826		False	ENSG00000136527	TRA2B	False		
ENSG00000224152	BAZ2B-AS1	False	ENSG00000136536	MARCHF7	False		
TCONS_00004440		False	ENSG00000136709	WDR33	False		
TCONS_00004440		False	ENSG00000136715	SAP130	False		
ENSG00000279212		False	ENSG00000136754	ABI1	False		
ENSG00000279631		False	ENSG00000136770	DNAJC1	False		
TCONS_00016844		False	ENSG00000136932	TRMO	False		
ENST00000513868		False	ENSG00000136997	MYC	True		
ENSG00000279608		False	ENSG00000137094	DNAJB5	False		
ENST00000450671		False	ENSG00000137161	CNPY3	False		
ENST00000607218		False	ENSG00000137161	CNPY3	False		
ENST00000453790		False	ENSG00000137269	LRRC1	False		
ENSG00000244041	LINC01011	False	ENSG00000137275	RIPK1	False		
ENSG00000272273	IER3-AS1	False	ENSG00000137404	NRM	False		
ENSG00000272273	IER3-AS1	False	ENSG00000137411	VARS2	False		
ENST00000572035		False	ENSG00000137492	THAP12	False		
ENSG00000279900		False	ENSG00000137494	ANKRD42	False		
ENST00000500634		False	ENSG00000137500	CCDC90B	False		
ENSG00000279742		False	ENSG00000137501	SYTL2	False		
ENST00000530270		False	ENSG00000137502	RAB30	False		
ENSG00000275709		False	ENSG00000137767	SQOR	False		
ENSG00000261136		False	ENSG00000137801	THBS1	True		
ENSG00000277152		False	ENSG00000137834	SMAD6	True		
ENSG00000176753	PAK6-AS1	False	ENSG00000137843	PAK6	False		
ENSG00000273338		False	ENSG00000137960	GIPC2	False		
ENSG00000272056		False	ENSG00000138030	KHK	False		
ENSG00000272056		False	ENSG00000138080	EMILIN1	False		
ENSG00000273106	PPM1B-DT	False	ENSG00000138095	LRPPRC	True		
ENSG00000272933	TRIM8-DT	False	ENSG00000138107	ACTR1A	False		
ENST00000492465		False	ENSG00000138111	MFSD13A	False		
ENSG00000260651		False	ENSG00000138821	SLC39A8	False		
ENST00000537269		False	ENSG00000139178	C1RL	False		
ENSG00000271969		False	ENSG00000139178	C1RL	False		
ENSG00000272173		False	ENSG00000139178	C1RL	False		
ENSG00000271969		False	ENSG00000139182	CLSTN3	False		
ENST00000537269		False	ENSG00000139182	CLSTN3	False		
ENSG00000272173		False	ENSG00000139182	CLSTN3	False		
ENSG00000245105	A2M-AS1	False	ENSG00000139187	KLRG1	False		
ENST00000538094		False	ENSG00000139187	KLRG1	False		
ENSG00000260509		False	ENSG00000139505	MTMR6	False		
ENSG00000273973		False	ENSG00000139531	SUOX	False		
ENSG00000257379		False	ENSG00000139546	TARBP2	False		
ENSG00000258199		False	ENSG00000139579	NABP2	False		
ENSG00000257379		False	ENSG00000139625	MAP3K12	False		
ENSG00000270175		False	ENSG00000139631	CSAD	False		
ENSG00000270175		False	ENSG00000139637	MYG1	False		
ENSG00000258199		False	ENSG00000139641	ESYT1	False		
ENSG00000258056	CD63-AS1	False	ENSG00000139641	ESYT1	False		
ENSG00000270175		False	ENSG00000139651	ZNF740	False		
ENSG00000273888		False	ENSG00000139926	FRMD6	False		
ENSG00000261242		False	ENSG00000140006	WDR89	False		
ENSG00000273783	GTF2A1-AS1	False	ENSG00000140022	STON2	False		
TCONS_00022896		False	ENSG00000140104	CLBA1	False		
STRG.19964		False	ENSG00000140104	CLBA1	False		
ENSG00000276524	LINC03065	False	ENSG00000140262	TCF12	True		
ENST00000499624		False	ENSG00000140284	SLC27A2	False		
ENST00000561289		False	ENSG00000140284	SLC27A2	False		
ENST00000499326		False	ENSG00000140284	SLC27A2	False		
ENST00000558593		False	ENSG00000140284	SLC27A2	False		
ENSG00000272418		False	ENSG00000140395	SKIC8	False		
ENSG00000260919		False	ENSG00000140474	ULK3	False		
ENST00000558105		False	ENSG00000140564	FURIN	False		
ENSG00000260625	RUSF1-DT	False	ENSG00000140682	TGFB1I1	False		
ENST00000569291		False	ENSG00000140682	TGFB1I1	False		
ENSG00000260267		False	ENSG00000140682	TGFB1I1	False		
ENSG00000279196		False	ENSG00000140691	ARMC5	False		
ENSG00000260625	RUSF1-DT	False	ENSG00000140691	ARMC5	False		
ENSG00000260612		False	ENSG00000140832	MARVELD3	False		
ENSG00000270006	C16orf95-DT	False	ENSG00000140941	MAP1LC3B	True		
ENSG00000277142	LINC00235	False	ENSG00000140983	RHOT2	False		
ENST00000563192		False	ENSG00000140986	RPL3L	False		
ENST00000563192		False	ENSG00000140990	NDUFB10	False		
ENST00000537498		False	ENSG00000141012	GALNS	False		
ENST00000487066		False	ENSG00000141027	NCOR1	False		
ENST00000580180		False	ENSG00000141027	NCOR1	False		
ENST00000475947		False	ENSG00000141027	NCOR1	False		
ENST00000582911		False	ENSG00000141027	NCOR1	False		
ENST00000584926		False	ENSG00000141027	NCOR1	False		
ENST00000492250		False	ENSG00000141027	NCOR1	False		
ENST00000578380		False	ENSG00000141027	NCOR1	False		
ENST00000477249		False	ENSG00000141027	NCOR1	False		
ENST00000470491		False	ENSG00000141027	NCOR1	False		
ENST00000581913		False	ENSG00000141027	NCOR1	False		
ENST00000481027		False	ENSG00000141027	NCOR1	False		
ENST00000480811		False	ENSG00000141027	NCOR1	False		
ENST00000484836		False	ENSG00000141027	NCOR1	False		
ENST00000582787		False	ENSG00000141294	LRRC46	False		
ENSG00000266821		False	ENSG00000141295	SCRN2	False		
CUFF.78361		False	ENSG00000141367	CLTC	False		
ENSG00000273702		False	ENSG00000141378	PTRH2	False		
ENSG00000266965		False	ENSG00000141429	GALNT1	False		
ENSG00000276384		False	ENSG00000141499	WRAP53	False		
ENSG00000272884		False	ENSG00000141499	WRAP53	False		
ENSG00000276384		False	ENSG00000141510	TP53	True		
ENSG00000272884		False	ENSG00000141510	TP53	True		
ENSG00000279259		False	ENSG00000141519	CCDC40	False		
ENST00000582106		False	ENSG00000141522	ARHGDIA	True		
ENST00000583492		False	ENSG00000141522	ARHGDIA	True		
ENSG00000262049		False	ENSG00000141522	ARHGDIA	True		
ENSG00000279259		False	ENSG00000141527	CARD14	False		
ENSG00000260563		False	ENSG00000141551	CSNK1D	False		
ENSG00000278876		False	ENSG00000141552	ANAPC11	False		
ENST00000578344		False	ENSG00000141556	TBCD	False		
ENST00000578344		False	ENSG00000141568	FOXK2	False		
ENST00000581489		False	ENSG00000141574	SECTM1	False		
ENSG00000266208	GJD3-AS1	False	ENSG00000141753	IGFBP4	False		
ENSG00000267751	BSG-AS1	False	ENSG00000141933	TPGS1	False		
ENSG00000279529		False	ENSG00000141979		False		
ENST00000433071		False	ENSG00000142168	SOD1	False		
ENST00000625189		False	ENSG00000142197	DOP1B	False		
ENST00000624086		False	ENSG00000142197	DOP1B	False		
ENSG00000273199		False	ENSG00000142197	DOP1B	False		
ENSG00000279140		False	ENSG00000142208	AKT1	True		
